rating	title	text	sentiment
1	Free palastine	Free palastine 🇵🇸 The more episodes you filmed the worse you got You shouldn't talked about Israel or palastine you lost so many fans.	0
1	Free Palestine	Free Palestine. I wish i never watched the series , supporting israel is inhuman acts and support of devil and destruction to the world.	0
1	LONG LIVE PALESTINE	"Shame on you supporting ISRAHELL SHAME ON YOU

LONG LIVE PALESTINE."	0
1	Free 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	0
1	Free Palestine🇵🇸🇵🇸🇵🇸	Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	0
1	FREE PALESTINE ✌🏼🇵🇸	SHAME ON YOU SUPPORTING ZIONISTS! The Zionists have no right to the land of Palestine. There is no place for them on the land of Palestine. Palestine is the issue, and until this issue is resolved, you don't deserve support. The Palestinians are victims of the zionist israeli genocidal actions; their lands are confiscated or deprived of water supplies in the semi-desert areas, and their homes are destroyed with heavy wrecking equipment. SHAME ON YOU TO SUPPORT ISRAEL AND ZIONISIM.	0
1	Viva Palestine	ViVa la Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 No matter what you provide from ideas and action and entertainment ,,, as long as you defend an occupation and a killing for kids then your rating will always be under the bottom ,, shame on you all.	0
1	Free Palestine🇵🇸	I love the series but I love Palestine more and more .. Palestine will be always free 🇵🇸🇵🇸	0
1	Too much overrated	The show is too much overrated and dragged for a long time. The last season 5 is nothing but a shooting practice and slow mellow drama.	0
1	Boring and the acters are stand with bad government and politcs	"This series was intended to stand with the oppressed of class systems, politics and bad governments. But it became clear that he supports and perpetuates injustice and darkness through his support for Israel.

26 out of 30 found this helpful."	0
1	Bad	I do not recommend this one It containts inappropriate scenes that incite to violence.	0
1	If it was the only show lift in the world i am not gonna watch it	To be clear the first 2 seasons were fine , and then the show dramatically slides down the cliff, don't waste your time , and they r trying to but weird thing every were possible.	0
1	bad	Bad stupid show with a low quality and bad actors.you should watch orphan black or blind spot better that this.	0
1	Free Palestine!	"Free Palestine!

Freedom for Palestine.

Free Palestine!"	0
1	Not good	Encourages robbery and and all sorts of illegal activities in the name of justice, why would anyone steal public money from a bank and take it for themselves instead or giving it to the poor if they call it justice. I wouldn't be surprised if this show bred more burglars and thugs. Also the actors are hypocrites they are Zionists, if they truly are just they should have supported the Palestinian cause.	0
1	Season 3 and 4 are just a waste of time	Season 3 and season 4 are garbage compared to the first 2 seasons, should have ended after season 2.	0
1	there's no logic in this show!	"So you want to tell me that professor black mailed police just to stop the second attack when he could ask them to stop both attacks?

And you want to tell me that 3 robbers fight way better than a team of experienced soldiers? They could easily use a grenade.

There are many problems like this in the movie. You may not understand my frustration, but anyone who has been in military or have been in a gun fight will."	0
1	Free Palestine 🇵🇸	"Free free Palestine.

Free free Palestine.

Free free Palestine."	0
1	One star and less than one	We save palestine, free palestine ,save palestine from isreal torrisium , free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 We save palestine, free palestine ,save palestine from isreal torrisium , free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 We save palestine, free palestine ,save palestine from isreal torrisium , free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 We save palestine, free palestine ,save palestine from isreal torrisium , free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	0
1	actors who support the occupation and apartheid	The actors of the series appeared on the second Israeli channel and supported Israel. I do not want to watch this series because you have actors who support the occupation and apartheid, and this is against the human rights that I believe in. Long live palestine.	0
1	THEY SUPPORT ISRAEL 👎🏼👎🏼👎🏼	Except Nairobi who said loud that she supports Palestine.	0
1	Cast are Zionist	Free Palestine 🇵🇸🇵🇸 .. the cast are supporting Zionist and killers Save Palestine , Free Palestine.	0
1	Bad	Accepting zionism is the worst thing any human who has a working head can do only soulless creatures would do.	0
